text,label
"আজকের ম্যাচে আমাদের দলের ফিল্ডিং খুব খারাপ ছিল, এতে আমি রেগে গেছি!",Normal statement
"গ্রামের মাঠগুলো এখন আগের মতো সবুজ নেই, খুব মন খারাপ লাগছে!",Normal statement
আমার নাক বন্ধ আর সর্দির সাথে রক্ত পরে,patient statement
"স্কুলে আজ কিছু বন্ধু আমার সাথে খারাপ আচরণ করেছে, আমি খুব রাগিত!",Normal statement
আমাদের বাসায় সবার ডায়রিয়া হয়েছে কিন্তু কোন ওষুধ কাজ করছে না,patient statement
"আজকে অনেক কিছুই দুঃখজনকভাবে ঘটে গেল, আর কেউ আমার কথা শুনতেই চায় না। একবারও কি কেউ আমার অবস্থান বুঝবে না? আমি সত্যিই খুব বিরক্ত, মনে হচ্ছে কেউই আমায় সম্মান দেয় না।",Normal statement
"আজ স্কুলে একটি বড় সেলিব্রেশন ছিল, সবাই খুব আনন্দিত ছিল!",Normal statement
বৃষ্টিতে ভিজে গেছি | খুব রাগ হচ্ছে। | আমার সব জিনিস নষ্ট হয়ে গেছে।,Normal statement
একাকীত্বের বোঝা বহন করতে করতে ক্লান্ত | মনে হচ্ছে সবাই আমাকে ভুলে গেছে। | আমি নিজেকে হারিয়ে ফেলছি।,Normal statement
আমার মায়ের স্তন শক্ত হয়ে ফুলে আছে,patient statement
"আজকের রোদ ঝলমলে দিনটা মনে হচ্ছে খুবই আনন্দময়! তুমি যখন আমার সাথে থাকো, সব কিছুই উজ্জ্বল হয়ে ওঠে! আজকের প্রাকৃতিক সৌন্দর্য দেখার অনুভূতি ভীষণ ভালো লাগছে!",Normal statement
"নদীটি এখন বিলুপ্তির পথে, আমি সত্যিই ক্ষিপ্ত!",Normal statement
আমার মুখে রুচি নেই আর পেট ব্যথার কারণে কিছু খেতে পারছি না।,patient statement
